NO,SECCODE,BUYSELL,TIME,ORDERNO,ACTION,PRICE,VOLUME,TRADENO,TRADEPRICE
926,EUR_RUB__TOM,B,100001100905,786,1,75.575,1000,,
927,EUR_RUB__TOM,B,100001100905,786,0,75.575,1000,,
928,CNYRUB_TOM,S,100001144707,787,1,9.9719,3000000,,
929,USD000UTSTOM,S,100001152032,788,1,63.29,1000,,
930,USD000UTSTOM,B,100001152852,784,0,63.2725,100000,,
931,USD000UTSTOM,B,100001152852,789,1,63.305,100000,,
932,USD000UTSTOM,B,100001152852,789,2,63.305,1000,168009423,63.29
933,USD000UTSTOM,S,100001152852,788,2,63.29,1000,168009423,63.29
934,USD000UTSTOM,B,100001162476,790,1,62.68,3000,,
935,EUR_RUB__TOM,B,100001168010,791,1,75.575,1000,,
936,EUR_RUB__TOM,B,100001168010,791,0,75.575,1000,,
937,USD000UTSTOM,B,100001171049,792,1,63.25,1000,,
938,EUR_RUB__TOM,S,100001212899,793,1,76.45,3000000,,
939,EUR_RUB__TOM,S,100001212921,785,0,76.455,3000000,,
940,USD000UTSTOM,S,100001240516,794,1,63.5,10000,,
941,USD000UTSTOM,S,100001242760,795,1,64,10000,,
942,USD000UTSTOM,S,100001250259,796,1,63.5,100000,,
943,EUR_RUB__TOM,S,100001301384,797,1,76.44,3000000,,
944,EUR_RUB__TOM,S,100001301518,793,0,76.45,3000000,,
945,EUR_RUB__TOM,B,100001310449,798,1,75.57,3000000,,
946,EUR_RUB__TOM,S,100001317849,783,0,76.205,3000000,,
947,USD000UTSTOM,B,100001323323,799,1,63.2725,63000,,
948,EUR_RUB__TOM,B,100001323760,800,1,75.8675,50000,,
949,USD000UTSTOM,S,100001357500,801,1,63.25,350000,,
950,USD000UTSTOM,B,100001357500,789,2,63.305,99000,168009424,63.305
951,USD000UTSTOM,S,100001357500,801,2,63.25,99000,168009424,63.305
952,USD000UTSTOM,B,100001357500,799,2,63.2725,63000,168009425,63.2725
953,USD000UTSTOM,S,100001357500,801,2,63.25,63000,168009425,63.2725
954,USD000UTSTOM,B,100001357500,317,2,63.27,80000,168009426,63.27
955,USD000UTSTOM,S,100001357500,801,2,63.25,80000,168009426,63.27
956,USD000UTSTOM,B,100001357500,782,2,63.26,10000,168009427,63.26
957,USD000UTSTOM,S,100001357500,801,2,63.25,10000,168009427,63.26
958,USD000UTSTOM,B,100001357500,792,2,63.25,1000,168009428,63.25
959,USD000UTSTOM,S,100001357500,801,2,63.25,1000,168009428,63.25
960,EUR_RUB__TOM,B,100001359271,580,0,76.065,1000000,,
961,EUR_RUB__TOM,B,100001359301,639,0,76.015,3000000,,
962,EUR_RUB__TOM,B,100001359393,800,0,75.8675,50000,,
963,EUR_RUB__TOM,B,100001359545,798,0,75.57,3000000,,
964,USD000UTSTOM,B,100001360287,802,1,63.275,97000,,
965,USD000UTSTOM,B,100001360287,802,2,63.275,97000,168009429,63.25
966,USD000UTSTOM,S,100001360287,801,2,63.25,97000,168009429,63.25
967,USD000UTSTOM,S,100001360945,803,1,63.3275,200000,,
968,USD000UTSTOM,S,100001361128,740,0,63.9875,100000,,
969,USD000UTSTOM,S,100001361128,804,1,63.3275,100000,,
970,EUR_RUB__TOM,S,100001361363,805,1,76.4375,50000,,
971,USD000UTSTOM,B,100001361422,806,1,63.2125,100000,,
972,USD000UTSTOM,B,100001361517,807,1,61.4,50000,,
973,USD000UTSTOM,B,100001378368,808,1,62.7075,20000,,
974,EUR_RUB__TOM,S,100001393343,809,1,76.205,3000000,,
975,EUR_RUB__TOM,S,100001393778,805,0,76.4375,50000,,
976,EUR_RUB__TOM,S,100001393778,810,1,76.2025,50000,,
977,USD000UTSTOM,S,100001408154,811,1,0,10000,,
978,USD000UTSTOM,B,100001408154,764,2,63.22,5000,168009430,63.22
979,USD000UTSTOM,S,100001408154,811,2,0,5000,168009430,63.22
980,USD000UTSTOM,B,100001408154,806,2,63.2125,5000,168009431,63.2125
981,USD000UTSTOM,S,100001408154,811,2,0,5000,168009431,63.2125
982,CNYRUB_TOM,B,100001412706,54,0,9.952,500000,,
983,CNYRUB_TOM,B,100001412964,57,0,9.9546,3000000,,
984,USD000UTSTOM,B,100001420064,812,1,63.005,2000,,
985,EUR_RUB__TOM,S,100001462897,809,0,76.205,3000000,,
986,USD000UTSTOM,B,100001477106,813,1,63.3,233000,,
987,USD000UTSTOM,S,100001477483,803,0,63.3275,200000,,
988,USD000UTSTOM,S,100001477650,814,1,63.9875,100000,,
989,USD000UTSTOM,S,100001477650,804,0,63.3275,100000,,
990,CHFRUB_TOM,B,100001477659,815,1,63.275,500000,,
991,CHFRUB_TOM,B,100001477659,754,0,63.0925,500000,,
992,EUR_RUB__TOM,S,100001477865,810,0,76.2025,50000,,
993,CHFRUB_TOM,B,100001478285,816,1,63.0925,500000,,
994,CHFRUB_TOM,B,100001478285,815,0,63.275,500000,,
995,USD000UTSTOM,S,100001504492,225,0,63.41,100000,,
996,EUR_RUB__TOM,B,100001510503,817,1,76,3000000,,
997,EUR_RUB__TOM,B,100001510519,670,0,75.865,3000000,,
998,USD000UTSTOM,B,100001515929,806,0,63.2125,95000,,
999,USD000UTSTOM,B,100001516669,818,1,63.3025,100000,,
1000,USD000UTSTOM,B,100001528294,818,0,63.3025,100000,,
1001,USD000UTSTOM,B,100001528903,819,1,63.305,96000,,
1002,USD000UTSTOM,B,100001529652,820,1,63.2125,100000,,
1003,EUR_RUB__TOM,S,100001543835,821,1,76.205,3000000,,
1004,EUR_RUB__TOM,B,100001561564,822,1,75.82,3000000,,
1005,USD000UTSTOM,S,100001562901,823,1,63.1625,1000,,
1006,USD000UTSTOM,B,100001562901,819,2,63.305,1000,168009432,63.305
1007,USD000UTSTOM,S,100001562901,823,2,63.1625,1000,168009432,63.305
1008,EUR_RUB__TOM,B,100001565459,824,1,75.5,1000,,
1009,EUR_RUB__TOM,B,100001565459,824,0,75.5,1000,,
1010,EUR_RUB__TOM,B,100001618006,825,1,76.015,3000000,,
1011,EUR_RUB__TOM,B,100001618028,817,0,76,3000000,,
1012,EUR_RUB__TOM,S,100001632785,826,1,76.145,1000000,,
1013,USD000UTSTOM,B,100001656553,827,1,62.965,100000,,
1014,CHFRUB_TOM,B,100001657014,816,0,63.0925,500000,,
1015,CHFRUB_TOM,B,100001657014,828,1,63.395,500000,,
1016,EUR_RUB__TOM,B,100001668624,829,1,75.865,3000000,,
1017,EUR_RUB__TOM,B,100001668668,822,0,75.82,3000000,,
1018,USD000UTSTOM,B,100001670200,830,1,62.98,100000,,
1019,EUR_RUB__TOM,B,100001676121,831,1,70.3,50000,,
1020,EUR_RUB__TOM,B,100001677475,832,1,70.4,1000,,
1021,USD000UTSTOM,B,100001678725,833,1,62.51,40000,,
1022,EUR_RUB__TOM,B,100001679622,834,1,72.5,10000,,
1023,EUR_RUB__TOM,B,100001681795,835,1,72.805,2000,,
1024,EUR_RUB__TOM,B,100001682752,836,1,74,1000,,
1025,EUR_RUB__TOM,B,100001683931,837,1,73.05,2000,,
1026,EUR_RUB__TOM,B,100001685546,838,1,74.23,3000,,
1027,EUR_RUB__TOM,B,100001685950,839,1,72.91,2000,,
1028,EUR_RUB__TOM,S,100001687301,840,1,79.77,1000,,
1029,EUR_RUB__TOM,B,100001688050,841,1,71.9,1000,,
1030,EUR_RUB__TOM,S,100001689936,842,1,78.88,20000,,
1031,EUR_RUB__TOM,B,100001690090,843,1,74.25,2000,,
1032,USD000UTSTOM,B,100001690377,844,1,63,100000,,
1033,USD000UTSTOM,S,100001691177,845,1,65,19000,,
1034,EUR_RUB__TOM,B,100001692147,846,1,70.65,1000,,
1035,EUR_RUB__TOM,S,100001692848,847,1,80,1000,,
1036,USD000UTSTOM,S,100001693821,848,1,63.7775,5000,,
1037,EUR_RUB__TOM,B,100001694140,849,1,71.01,26000,,
1038,EUR_RUB__TOM,B,100001694637,850,1,73.75,10000,,
1039,USD000UTSTOM,S,100001695034,851,1,64.5,10000,,
1040,EUR_RUB__TOM,B,100001695342,825,0,76.015,3000000,,
1041,USD000UTSTOM,S,100001695730,852,1,63.805,5000,,
1042,EUR_RUB__TOM,S,100001696017,853,1,81,1000,,
1043,EUR_RUB__TOM,B,100001696395,854,1,73.775,2000,,
1044,EUR_RUB__TOM,S,100001697914,855,1,81,1000,,
1045,EUR_RUB__TOM,B,100001698078,856,1,73.665,7000,,
1046,USD000UTSTOM,S,100001698412,857,1,64.09,1000,,
1047,EUR_RUB__TOM,B,100001699761,858,1,73.6625,3000,,
1048,EUR_RUB__TOM,S,100001700045,859,1,80,1000,,
1049,EUR_RUB__TOM,B,100001701534,860,1,73.66,47000,,
1050,EUR_RUB__TOM,S,100001702131,861,1,80.1,1000,,
1051,USD000UTSTOM,B,100001703162,862,1,62.8925,20000,,
1052,EUR_RUB__TOM,S,100001703254,863,1,80.78,1000,,
1053,EUR_RUB__TOM,B,100001704220,864,1,73.27,1000,,
1054,EUR_RUB__TOM,B,100001705071,865,1,71.2,2000,,
1055,USD000UTSTOM,S,100001705684,866,1,63.83,100000,,
1056,EUR_RUB__TOM,B,100001706258,867,1,72.77,1000,,
1057,EUR_RUB__TOM,B,100001706842,868,1,74.545,1000,,
1058,EUR_RUB__TOM,B,100001708466,869,1,71.0375,1000,,
1059,EUR_RUB__TOM,S,100001708704,870,1,80,2000,,
1060,EUR_RUB__TOM,S,100001710520,871,1,78.25,1000,,
1061,EUR_RUB__TOM,S,100001710715,872,1,80.3,1000,,
1062,EUR_RUB__TOM,B,100001712282,873,1,72,1000,,
1063,USD000UTSTOM,B,100001712947,874,1,62.57,100000,,
1064,EUR_RUB__TOM,B,100001713002,875,1,72.74,11000,,
1065,EUR_RUB__TOM,B,100001714433,876,1,71,4000,,
1066,EUR_RUB__TOM,S,100001715067,877,1,77.99,1000,,
1067,USD000UTSTOM,S,100001716115,878,1,63.8,16000,,
1068,EUR_RUB__TOM,S,100001716246,879,1,77.81,8000,,
1069,EUR_RUB__TOM,S,100001717719,880,1,79.5075,78000,,
1070,EUR_RUB__TOM,S,100001718028,881,1,76.99,1000,,
1071,EUR_RUB__TOM,S,100001719794,882,1,77.99,1000,,
1072,EUR_RUB__TOM,S,100001719827,883,1,78.5,1000,,
1073,EUR_RUB__TOM,S,100001721582,884,1,77.5,1000,,
1074,EUR_RUB__TOM,B,100001721958,885,1,72,1000,,
1075,EUR_RUB__TOM,B,100001723464,886,1,74.55,7000,,
1076,EUR_RUB__TOM,B,100001724073,887,1,74.56,4000,,
1077,EUR_RUB__TOM,B,100001725198,888,1,74.25,8000,,
1078,EUR_RUB__TOM,B,100001726153,889,1,73.8,7000,,
1079,EUR_RUB__TOM,B,100001727049,890,1,74.5,10000,,
1080,EUR_RUB__TOM,S,100001728262,891,1,80,30000,,
1081,EUR_RUB__TOM,S,100001728832,892,1,80,30000,,
1082,EUR_RUB__TOM,B,100001730457,893,1,72,1000,,
1083,EUR_RUB__TOM,B,100001730628,894,1,74.5,1000,,
1084,EUR_RUB__TOM,B,100001730832,895,1,76.065,1000000,,
1085,USD000UTSTOM,B,100001730873,896,1,63.325,100000,,
1086,USD000UTSTOM,B,100001730908,897,1,63.335,100000,,
1087,USD000UTSTOM,B,100001730908,897,2,63.335,100000,168009433,63.33
1088,USD000UTSTOM,S,100001730908,289,2,63.33,100000,168009433,63.33
1089,EUR_RUB__TOM,S,100001731028,826,0,76.145,1000000,,
1090,EUR_RUB__TOM,S,100001731184,797,0,76.44,3000000,,
1091,USD000UTSTOM,B,100001731309,898,1,63.33,281000,,
1092,USD000UTSTOM,B,100001731309,898,2,63.33,153000,168009434,63.33
1093,USD000UTSTOM,S,100001731309,289,2,63.33,153000,168009434,63.33
1094,USD000UTSTOM,B,100001731309,898,2,63.33,28000,168009435,63.33
1095,USD000UTSTOM,S,100001731309,624,2,63.33,28000,168009435,63.33
1096,USD000UTSTOM,B,100001731309,898,0,63.33,100000,,
1097,CNYRUB_TOM,B,100001731588,899,1,9.952,500000,,
1098,USD000UTSTOM,B,100001731686,900,1,63.33,181000,,
1099,USD000UTSTOM,B,100001731686,900,0,63.33,181000,,
1100,USD000UTSTOM,B,100001731707,819,0,63.305,95000,,
1101,EUR_RUB__TOM,B,100001732322,901,1,74,1000,,
1102,USD000UTSTOM,B,100001732408,902,1,63.33,181000,,
1103,USD000UTSTOM,B,100001732408,902,0,63.33,181000,,
1104,CNYRUB_TOM,B,100001732463,903,1,9.9546,3000000,,
1105,EUR_RUB__TOM,S,100001732489,904,1,79.93,1000,,
1106,USD000UTSTOM,B,100001732571,905,1,63.335,75000,,
1107,USD000UTSTOM,B,100001732571,905,2,63.335,5000,168009436,63.335
1108,USD000UTSTOM,S,100001732571,308,2,63.335,5000,168009436,63.335
1109,USD000UTSTOM,B,100001732571,905,2,63.335,5000,168009437,63.335
1110,USD000UTSTOM,S,100001732571,353,2,63.335,5000,168009437,63.335
1111,USD000UTSTOM,B,100001732571,905,2,63.335,30000,168009438,63.335
1112,USD000UTSTOM,S,100001732571,503,2,63.335,30000,168009438,63.335
1113,USD000UTSTOM,B,100001732571,905,2,63.335,5000,168009439,63.335
1114,USD000UTSTOM,S,100001732571,711,2,63.335,5000,168009439,63.335
1115,USD000UTSTOM,B,100001732571,905,2,63.335,30000,168009440,63.335
1116,USD000UTSTOM,S,100001732571,713,2,63.335,30000,168009440,63.335
1117,EUR_RUB__TOM,S,100001732816,821,0,76.205,3000000,,
1118,USD000UTSTOM,B,100001732847,906,1,63.335,75000,,
1119,USD000UTSTOM,B,100001732847,906,0,63.335,75000,,
1120,CNYRUB_TOM,S,100001732862,787,0,9.9719,3000000,,
1121,USD000UTSTOM,B,100001733464,907,1,63.335,95000,,
1122,EUR_RUB__TOM,B,100001734246,908,1,74.51,1000,,
1123,USD000UTSTOM,B,100001734538,909,1,63.335,50000,,
1124,USD000UTSTOM,B,100001734538,909,0,63.335,50000,,
1125,CNYRUB_TOM,S,100001734580,701,0,9.974,500000,,
1126,EUR_RUB__TOM,S,100001734717,910,1,78.92,1000,,
1127,USD000UTSTOM,B,100001736094,907,0,63.335,95000,,
1128,USD000UTSTOM,B,100001736094,911,1,63.35,95000,,
1129,USD000UTSTOM,B,100001736094,911,2,63.35,50000,168009441,63.345
1130,USD000UTSTOM,S,100001736094,758,2,63.345,50000,168009441,63.345
1131,USD000UTSTOM,B,100001736094,911,2,63.35,45000,168009442,63.35
1132,USD000UTSTOM,S,100001736094,655,2,63.35,45000,168009442,63.35
1133,EUR_RUB__TOM,B,100001736357,912,1,74.1,200000,,
1134,EUR_RUB__TOM,S,100001736911,913,1,77.49,1000,,
1135,EUR_RUB__TOM,B,100001738648,914,1,74.555,3000,,
1136,EUR_RUB__TOM,B,100001739031,915,1,73,1000,,
1137,EUR_RUB__TOM,S,100001740463,916,1,79.9775,1000,,
1138,EUR_RUB__TOM,B,100001741367,917,1,74.6,1000,,
1139,EUR_RUB__TOM,B,100001742300,918,1,73.0625,2000,,
1140,EUR_RUB__TOM,S,100001743450,919,1,77.1,100000,,
1141,EUR_RUB__TOM,B,100001744573,920,1,74.7,1000,,
1142,EUR_RUB__TOM,B,100001745453,921,1,74,1000,,
1143,EUR_RUB__TOM,B,100001746342,922,1,74.6,1000,,
1144,EUR_RUB__TOM,S,100001747467,923,1,77,1000,,
1145,EUR_RUB__TOM,B,100001748172,924,1,74.5,2000,,
1146,EUR_RUB__TOM,S,100001749799,925,1,78.0825,90000,,
1147,EUR_RUB__TOM,B,100001749997,926,1,73.5,1000,,
1148,EUR_RUB__TOM,B,100001751787,927,1,74.6,1000,,
1149,EUR_RUB__TOM,S,100001751817,928,1,77.2625,10000,,
1150,EUR_RUB__TOM,B,100001753638,929,1,74.7,1000,,
1151,USD000UTSTOM,S,100001753747,930,1,63.335,1000,,
1152,EUR_RUB__TOM,B,100001753973,931,1,72.05,5000,,
1153,USD000UTSTOM,B,100001754110,932,1,63.335,1000,,
1154,USD000UTSTOM,B,100001754110,932,2,63.335,1000,168009443,63.335
1155,USD000UTSTOM,S,100001754110,930,2,63.335,1000,168009443,63.335
1156,USD000UTSTOM,B,100001754124,933,1,63.335,1000,,
1157,USD000UTSTOM,B,100001754124,933,0,63.335,1000,,
1158,USD000UTSTOM,B,100001754818,934,1,63.335,1000,,
1159,USD000UTSTOM,B,100001754818,934,0,63.335,1000,,
1160,EUR_RUB__TOM,B,100001755467,935,1,74.3,1000,,
1161,EUR_RUB__TOM,S,100001756158,936,1,77.8,10000,,
1162,EUR_RUB__TOM,B,100001757264,937,1,73,1000,,
1163,EUR_RUB__TOM,S,100001758236,938,1,79.6,5000,,
1164,EUR_RUB__TOM,B,100001759146,939,1,74.0875,1000,,
1165,EUR_RUB__TOM,B,100001760341,940,1,73,25000,,
1166,EUR_RUB__TOM,S,100001761125,941,1,77.2,1000,,
1167,EUR_RUB__TOM,S,100001762623,942,1,78,24000,,
1168,EUR_RUB__TOM,S,100001762955,943,1,78.0025,1000,,
1169,EUR_RUB__TOM,S,100001764681,944,1,76.905,1000,,
1170,EUR_RUB__TOM,B,100001764841,945,1,74,1000,,
1171,EUR_RUB__TOM,S,100001766567,946,1,81.2525,1000,,
1172,EUR_RUB__TOM,B,100001767279,947,1,73,1000,,
1173,USD000UTSTOM,S,100001767352,948,1,63.335,1000,,
1174,EUR_RUB__TOM,S,100001768437,949,1,80,10000,,
1175,EUR_RUB__TOM,B,100001769420,950,1,73.5,1000,,
1176,EUR_RUB__TOM,S,100001771712,951,1,78,2000,,
1177,USD000UTSTOM,B,100001772707,952,1,63.335,1000,,
1178,USD000UTSTOM,B,100001772707,952,2,63.335,1000,168009444,63.335
1179,USD000UTSTOM,S,100001772707,948,2,63.335,1000,168009444,63.335
1180,USD000UTSTOM,B,100001772723,953,1,63.335,1000,,
1181,USD000UTSTOM,B,100001772723,953,0,63.335,1000,,
1182,USD000UTSTOM,B,100001773375,954,1,63.335,1000,,
1183,USD000UTSTOM,B,100001773375,954,0,63.335,1000,,
1184,EUR_RUB__TOM,S,100001773977,955,1,80,2000,,
1185,EUR_RUB__TOM,S,100001776253,956,1,78,1000,,
1186,EUR_RUB__TOM,B,100001778506,957,1,73.5575,5000,,
1187,USD000UTSTOM,S,100001778956,958,1,63.335,5000,,
1188,USD000UTSTOM,B,100001779302,959,1,63.335,5000,,
1189,USD000UTSTOM,B,100001779302,959,2,63.335,5000,168009445,63.335
1190,USD000UTSTOM,S,100001779302,958,2,63.335,5000,168009445,63.335
1191,USD000UTSTOM,B,100001779314,960,1,63.335,5000,,
1192,USD000UTSTOM,B,100001779314,960,0,63.335,5000,,
1193,USD000UTSTOM,B,100001779953,961,1,63.335,5000,,
1194,USD000UTSTOM,B,100001779953,961,0,63.335,5000,,
1195,EUR_RUB__TOM,S,100001780780,962,1,79.625,3000,,
1196,EUR_RUB__TOM,B,100001781475,963,1,75.17,15000,,
1197,EUR_RUB__TOM,S,100001783012,964,1,77.7,650000,,
1198,EUR_RUB__TOM,B,100001783315,965,1,75.1,10000,,
1199,EUR_RUB__TOM,B,100001785103,966,1,75.3625,10000,,
1200,EUR_RUB__TOM,S,100001785252,967,1,80.49,11000,,
1201,USD000UTSTOM,S,100001786302,968,1,63.335,5000,,
1202,USD000UTSTOM,B,100001786677,969,1,63.335,5000,,
1203,USD000UTSTOM,B,100001786677,969,2,63.335,5000,168009446,63.335
1204,USD000UTSTOM,S,100001786677,968,2,63.335,5000,168009446,63.335
1205,USD000UTSTOM,B,100001786691,970,1,63.335,5000,,
1206,USD000UTSTOM,B,100001786691,970,0,63.335,5000,,
1207,EUR_RUB__TOM,S,100001787007,971,1,77,10000,,
1208,USD000UTSTOM,B,100001787402,972,1,63.335,5000,,
1209,USD000UTSTOM,B,100001787402,972,0,63.335,5000,,
1210,EUR_RUB__TOM,S,100001787514,973,1,77.235,3000,,
1211,EUR_RUB__TOM,B,100001788988,974,1,75,1000,,
1212,EUR_RUB__TOM,S,100001789771,975,1,76.6425,1000,,
1213,EUR_RUB__TOM,S,100001790740,976,1,76.2,1000,,
1214,EUR_RUB__TOM,S,100001791980,977,1,76.64,1000,,
1215,EUR_RUB__TOM,B,100001792550,978,1,74.8,1000,,
1216,EUR_RUB__TOM,S,100001794218,979,1,76.55,1000,,
1217,EUR_RUB__TOM,B,100001794262,980,1,75,10000,,
1218,EUR_RUB__TOM,B,100001795948,981,1,74.9,3000,,
1219,EUR_RUB__TOM,S,100001796421,982,1,76.46,1000,,
1220,EUR_RUB__TOM,B,100001797737,983,1,75.3,10000,,
1221,EUR_RUB__TOM,B,100001798677,984,1,74.92,1000,,
1222,GBPRUB_TOM,S,100001799563,985,1,87.4975,20000,,
1223,EUR_RUB__TOM,B,100001800810,986,1,74.84,1000,,
1224,EUR_RUB__TOM,B,100001801434,987,1,75.2075,18000,,
1225,EUR_RUB__TOM,B,100001803097,988,1,75,5000,,
1226,EUR_RUB__TOM,B,100001803266,989,1,75.09,1000,,
1227,EUR_RUB__TOM,B,100001805160,990,1,73.8,1000,,
1228,EUR_RUB__TOM,B,100001805332,991,1,74.2025,1000,,
1229,EUR_RUB__TOM,B,100001807214,992,1,74.45,1000,,
1230,EUR_RUB__TOM,B,100001807491,993,1,73.5075,1000,,
1231,EUR_RUB__TOM,B,100001809197,994,1,74.51,1000,,
1232,EUR_RUB__TOM,B,100001809688,995,1,73,2000,,
1233,EUR_RUB__TOM,S,100001811212,996,1,76.78,5000,,
1234,EUR_RUB__TOM,B,100001812078,997,1,74.36,5000,,
1235,EUR_RUB__TOM,B,100001813039,998,1,75.11,1000,,
1236,EUR_RUB__TOM,B,100001814332,999,1,74.48,15000,,
1237,GBPRUB_TOM,B,100001814853,1000,1,80.8675,1000,,
1238,EUR_RUB__TOM,B,100001818378,1001,1,74.5,5000,,
1239,EUR_RUB__TOM,B,100001818417,1002,1,74.6325,3000,,
1240,GBPRUB_TOM,B,100001820287,1003,1,80,1000,,
1241,EUR_RUB__TOM,S,100001820626,1004,1,80,25000,,
1242,USD000UTSTOM,B,100001822098,1005,1,59,1000,,
1243,EUR_RUB__TOM,B,100001823629,1006,1,74.66,25000,,
1244,USD000UTSTOM,S,100001824540,1007,1,65.97,12000,,
1245,EUR_RUB__TOM,S,100001825805,1008,1,76.735,1000,,
1246,USD000UTSTOM,S,100001826312,1009,1,65.63,1000,,
1247,EUR_RUB__TOM,B,100001828007,1010,1,73.71,3000,,
1248,USD000UTSTOM,S,100001828171,1011,1,65.89,1000,,
1249,EUR_RUB__TOM,B,100001830266,1012,1,73.7975,1000,,
1250,EUR_RUB__TOM,B,100001832488,1013,1,74.51,10000,,
1251,EUR_RUB__TOM,B,100001834980,1014,1,74.6125,1000,,
1252,EUR_RUB__TOM,B,100001837239,1015,1,75.0075,9000,,
1253,EUR_RUB__TOM,B,100001839530,1016,1,75.1,1000,,
1254,EUR_RUB__TOM,B,100001841709,1017,1,74.8,3000,,
1255,EUR_RUB__TOM,S,100001842712,1018,1,76.22,3000000,,
1256,EUR_RUB__TOM,B,100001843894,1019,1,74.7225,9000,,
1257,EUR_RUB__TOM,B,100001846193,1020,1,71.6175,1000,,
1258,EUR_RUB__TOM,B,100001846781,1021,1,76.015,3000000,,
1259,EUR_RUB__TOM,S,100001848354,1022,1,77.6425,1000,,
1260,EUR_RUB__TOM,B,100001850545,1023,1,75.1025,1000,,
1261,EUR_RUB__TOM,B,100001852751,1024,1,74.76,3000,,
1262,EUR_RUB__TOM,B,100001854932,1025,1,75.0025,1000,,
1263,EUR_RUB__TOM,S,100001857210,1026,1,78.26,1000,,
1264,EUR_RUB__TOM,B,100001859470,1027,1,75.1975,20000,,
1265,EUR_RUB__TOM,S,100001861702,1028,1,76.5,1000,,
1266,EUR_RUB__TOM,B,100001863903,1029,1,75.25,1000,,
1267,GBPRUB_TOM,S,100001866095,1030,1,92.08,2000,,
1268,EUR_RUB__TOM,B,100001868505,1031,1,74.87,4000,,
1269,EUR_RUB__TOM,S,100001870683,1032,1,79.9525,1000,,
1270,EUR_RUB__TOM,B,100001873069,1033,1,74.74,1000,,
1271,EUR_RUB__TOM,B,100001875307,1034,1,75.1475,20000,,
1272,EUR_RUB__TOM,B,100001877626,1035,1,74.675,17000,,
1273,GBPRUB_TOM,B,100001879862,1036,1,85,4000,,
1274,EUR_RUB__TOM,S,100001882137,1037,1,76.5025,1000,,
1275,EUR_RUB__TOM,B,100001884424,1038,1,75.0975,20000,,
1276,EUR_RUB__TOM,S,100001884648,1039,1,76.17,1000000,,
1277,EUR_RUB__TOM,B,100001886717,1040,1,0,1000,,
1278,EUR_RUB__TOM,B,100001886717,1040,2,0,1000,168009447,76.17
1279,EUR_RUB__TOM,S,100001886717,1039,2,76.17,1000,168009447,76.17
1280,EUR_RUB__TOM,B,100001889292,1041,1,75.9025,1000,,
1281,GBPRUB_TOM,B,100001891568,1042,1,86.2,1000,,
1282,EUR_RUB__TOM,S,100001893130,1043,1,76.49,3000000,,
1283,USD000UTSTOM,B,100001893871,1044,1,59,1000,,
1284,EUR_RUB__TOM,B,100001896149,1045,1,75.0475,20000,,
1285,EUR_RUB__TOM,B,100001897961,829,0,75.865,3000000,,
1286,EUR_RUB__TOM,B,100001897975,1046,1,75.87,3000000,,
1287,USD000UTSTOM,B,100001898347,1047,1,59.6,2000,,
1288,USD000UTSTOM,B,100001900628,1048,1,58.5,1000,,
1289,EUR_RUB__TOM,B,100001903064,1049,1,75.575,1000,,
1290,EUR_RUB__TOM,B,100001903064,1049,0,75.575,1000,,
1291,EUR_RUB__TOM,B,100001905734,1050,1,75.6,1000,,
1292,EUR_RUB__TOM,B,100001908134,1051,1,74.9575,20000,,
1293,EUR_RUB__TOM,B,100001910849,1052,1,75.5,50000,,
1294,EUR_RUB__TOM,B,100001913154,1053,1,74.7775,20000,,
1295,EUR_RUB__TOM,B,100001915230,1054,1,74.6475,20000,,
1296,EUR_RUB__TOM,B,100001917451,1055,1,74.4475,20000,,
1297,EUR_RUB__TOM,B,100001919645,1056,1,74.2475,20000,,
1298,USD000UTSTOM,B,100001921885,1057,1,59.9,5000,,
1299,EUR_RUB__TOM,S,100001922323,1058,1,77.7775,1000,,
1300,EUR_RUB__TOM,B,100001924106,1059,1,74.1475,20000,,
1301,USD000UTSTOM,B,100001926252,1060,1,59.33,1000,,
1302,EUR_RUB__TOM,S,100001927177,1061,1,76.7775,1000,,
1303,EUR_RUB__TOM,B,100001928392,1062,1,75.015,1000,,
1304,EUR_RUB__TOM,B,100001930605,1063,1,75.725,4000,,
1305,GBPRUB_TOM,B,100001932766,1064,1,85.1625,5000,,
1306,GBPRUB_TOM,S,100001939491,1065,1,87.2275,5000,,
1307,USD000UTSTOM,S,100001941624,1066,1,65.235,1000,,
1308,CNYRUB_TOM,S,100001942625,1067,1,9.98,500000,,
1309,CNYRUB_TOM,S,100001942911,1068,1,9.9764,3000000,,
1310,USD000UTSTOM,S,100001944150,1069,1,66.7375,1000,,
1311,USD000UTSTOM,S,100001946379,1070,1,66.2025,2000,,
1312,USD000UTSTOM,S,100001947436,1071,1,63.4,50000,,
1313,USD000UTSTOM,B,100001948674,1072,1,58.5,1000,,
1314,USD000UTSTOM,B,100001951043,1073,1,59.3,1000,,
1315,EUR_RUB__TOM,S,100001952708,1039,0,76.17,999000,,
1316,USD000UTSTOM,B,100001953250,1074,1,58.3,1000,,
1317,USD000UTSTOM,B,100001956050,1075,1,60.28,1000,,
1318,USD000UTSTOM,S,100001958386,1076,1,65.5,1000,,
1319,USD000UTSTOM,S,100001972853,1077,1,63.2,1000,,
1320,USD000UTSTOM,B,100001972853,896,2,63.325,1000,168009448,63.325
1321,USD000UTSTOM,S,100001972853,1077,2,63.2,1000,168009448,63.325
1322,USD000UTSTOM,B,100002011877,896,0,63.325,99000,,
